115,1040.00,21.54,915.80,60.66,21.60,914.92,30036,-1.50,0.32,9.63,0.01,0.05,-0.04,-0.06,0.25,-0.06,12.75,-0.06,-28.88,4.12,-8.81,1.56,1.00,0.02,0.08,-0.04,2020,8,2,0,2,11,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,0,0,0,0,a,-43.66,22.03,a,-42.61,21.05,a,79.44,20.56,a,-36.30,20.95,fin
116,1030.00,21.55,915.78,60.47,21.61,914.91,30047,-1.48,0.30,9.66,0.02,0.03,-0.01,0.00,0.06,0.00,14.56,-0.50,-27.38,4.12,-8.81,1.56,1.00,0.02,0.08,-0.04,2020,8,2,0,2,12,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,0,0,0,0,a,-41.56,22.03,a,-40.51,21.05,a,79.44,20.56,a,-36.30,20.95,fin
118,1020.00,21.56,915.75,60.24,21.62,914.91,30044,-1.52,0.37,9.67,0.00,0.09,0.00,-0.25,0.25,-0.06,13.88,1.00,-28.19,4.12,-8.94,1.62,1.00,0.02,0.08,-0.04,2020,8,2,0,2,14,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,0,0,0,0,a,-45.77,22.03,a,-44.72,21.05,a,79.44,20.56,a,-36.30,20.95,fin
119,1010.00,21.57,915.77,60.00,21.63,914.91,30060,-1.46,-0.15,9.65,-0.02,-0.37,-0.04,0.06,0.62,0.00,13.25,-1.06,-26.88,4.06,-8.38,1.25,1.00,0.01,0.07,-0.04,2020,8,2,0,2,15,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,0,0,0,0,a,-43.66,22.03,a,-40.51,21.05,a,81.54,20.56,a,-37.35,20.95,fin
120,1000.00,21.57,915.78,59.96,21.63,914.91,30065,-1.35,-0.16,9.69,0.05,-0.36,0.00,-1.25,-1.88,0.44,13.69,0.06,-28.00,4.06,-8.19,1.12,1.00,0.01,0.07,-0.04,2020,8,2,0,2,17,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,0,0,0,0,a,-46.82,22.03,a,-39.46,21.05,a,78.39,20.56,a,-34.20,20.95,fin
121,990.00,21.58,915.76,59.94,21.63,914.88,30081,-1.67,0.22,9.77,-0.05,-0.10,0.11,2.44,-0.44,0.62,14.56,-0.69,-28.38,4.00,-9.50,1.94,1.00,0.02,0.08,-0.04,2020,8,2,0,2,18,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,0,0,0,0,a,-45.77,22.03,a,-39.46,21.05,a,84.70,20.56,a,-37.35,20.95,fin
122,980.00,21.58,915.74,59.98,21.63,914.88,30082,-1.36,0.62,9.61,0.02,0.39,-0.08,1.12,-0.56,0.00,13.88,0.38,-27.69,3.81,-8.12,1.31,1.00,0.01,0.07,-0.03,2020,8,2,0,2,19,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,0,0,0,0,a,-43.66,22.03,a,-40.51,21.05,a,79.44,20.56,a,-37.35,20.95,fin
123,970.00,21.59,915.76,60.08,21.64,914.89,30098,-1.26,0.14,9.79,0.04,-0.11,0.08,-1.12,-5.06,0.75,13.88,-0.69,-28.75,3.75,-7.69,1.50,1.00,0.02,0.07,-0.03,2020,8,2,0,2,20,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,0,0,0,0,a,-41.56,22.03,a,-39.46,21.05,a,81.54,20.56,a,-37.35,20.95,fin
124,960.00,21.60,915.75,60.09,21.65,914.88,30101,-1.21,0.52,9.71,0.03,0.23,0.00,0.69,-0.50,0.06,13.69,-1.38,-28.56,3.62,-7.31,1.75,1.00,0.02,0.06,-0.03,2020,8,2,0,2,21,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,0,0,0,0,a,-45.77,22.03,a,-40.51,21.05,a,82.59,20.56,a,-36.30,20.95,fin
127,950.00,21.59,915.80,59.67,21.63,914.91,30108,-1.26,0.37,9.71,-0.01,0.04,0.00,0.00,-0.44,0.06,13.69,-0.25,-28.25,3.62,-7.31,1.88,1.00,0.02,0.06,-0.03,2020,8,2,0,2,23,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,0,0,0,0,a,-46.82,22.03,a,-40.51,21.05,a,81.54,20.56,a,-36.30,20.95,fin
128,940.00,21.60,915.77,59.80,21.63,914.88,30111,-1.29,0.39,9.67,-0.03,0.07,-0.04,0.00,-0.19,-0.06,1.88,-19.38,-46.38,3.62,-7.31,1.88,1.00,0.02,0.06,-0.03,2020,8,2,0,2,24,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,1,1,0,0,a,-46.82,22.03,a,-39.46,21.05,a,79.44,20.56,a,-36.30,20.95,fin
129,930.00,21.61,915.77,59.83,21.64,914.87,30120,-1.37,0.52,9.75,-0.03,0.18,0.04,-0.56,2.50,0.12,-2.50,-20.06,-36.56,3.62,-7.75,2.00,1.00,0.02,0.07,-0.03,2020,8,2,0,2,25,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,1,1,0,0,a,-43.66,22.03,a,-40.51,21.05,a,78.39,20.56,a,-36.30,20.95,fin
131,920.00,21.62,915.74,59.78,21.65,914.86,30135,-1.43,0.36,9.66,0.00,0.02,-0.02,-0.06,0.12,0.00,-0.38,-12.06,-21.88,3.56,-8.44,1.94,1.00,0.02,0.07,-0.03,2020,8,2,0,2,27,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,1,1,0,0,a,-43.66,22.03,a,-42.61,21.05,a,79.44,20.56,a,-37.35,20.95,fin
133,910.00,21.63,915.73,60.05,21.65,914.85,30136,-1.81,0.31,9.59,0.00,0.00,-0.03,0.12,-0.06,0.00,1.56,-11.69,-22.25,3.56,-10.69,1.81,1.00,0.02,0.09,-0.03,2020,8,2,0,2,29,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,1,0,0,1,a,-41.56,22.03,a,-39.46,21.05,a,79.44,20.56,a,-37.35,20.95,fin
135,900.00,21.64,915.71,60.14,21.66,914.86,30145,-1.80,0.31,9.63,0.01,0.00,0.00,-0.38,0.12,0.00,3.75,-11.69,-20.69,3.56,-10.69,1.81,1.00,0.02,0.09,-0.03,2020,8,2,0,2,31,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,1,0,0,1,a,-40.51,22.03,a,-40.51,21.05,a,79.44,20.56,a,-37.35,20.95,fin
138,890.00,21.64,915.71,60.27,21.66,914.86,30166,-1.83,0.30,9.64,0.00,0.01,0.02,0.44,0.12,0.00,4.06,-11.69,-21.06,3.56,-10.69,1.81,1.00,0.02,0.09,-0.03,2020,8,2,0,2,34,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,1,0,0,1,a,-40.51,22.03,a,-39.46,21.05,a,81.54,20.56,a,-34.20,20.95,fin
139,880.00,21.66,915.71,60.20,21.68,914.85,30166,-1.81,0.31,9.61,0.00,0.01,-0.01,0.12,-0.06,-0.06,3.75,-12.00,-20.69,3.56,-10.69,1.81,1.00,0.02,0.09,-0.03,2020,8,2,0,2,35,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,1,0,0,1,a,-45.77,22.03,a,-42.61,21.05,a,79.44,20.56,a,-36.30,20.95,fin
140,870.00,21.68,915.72,60.23,21.69,914.84,30163,-1.79,0.28,9.61,0.02,-0.02,-0.01,-0.31,0.00,0.00,4.06,-12.38,-20.38,3.56,-10.69,1.81,1.00,0.02,0.09,-0.03,2020,8,2,0,2,36,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,1,0,0,1,a,-43.66,21.93,a,-42.61,21.05,a,81.54,20.56,a,-36.30,20.95,fin
142,860.00,21.67,915.67,60.04,21.69,914.83,30163,-2.58,-0.97,9.42,-0.24,-1.03,-0.10,-2.81,21.75,-0.50,5.25,-10.50,-21.19,3.44,-13.94,0.25,0.99,0.01,0.12,-0.03,2020,8,2,0,2,38,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,1,0,0,1,a,-40.51,22.03,a,-39.46,21.05,a,81.54,20.56,a,-37.35,20.95,fin
143,850.00,21.68,915.69,60.20,21.70,914.85,30183,-2.91,0.04,9.36,-0.12,-0.11,-0.03,-1.38,-5.06,0.31,10.56,-9.88,-23.50,2.88,-16.56,0.88,0.99,0.01,0.14,-0.03,2020,8,2,0,2,39,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,1,1,0,0,a,-41.56,22.03,a,-40.51,21.05,a,81.54,20.56,a,-36.30,20.95,fin
145,840.00,21.70,915.68,60.95,21.71,914.86,30185,0.47,0.07,9.73,0.01,0.12,-0.05,0.19,0.62,0.50,3.50,-10.38,-36.06,0.81,2.69,-0.25,1.00,-0.00,-0.02,-0.01,2020,8,2,0,2,41,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,1,1,0,0,a,-43.66,21.93,a,-39.46,21.05,a,78.39,20.56,a,-37.35,20.95,fin
146,830.00,21.70,915.68,60.31,21.72,914.83,30170,-1.33,0.29,9.69,0.25,-0.05,0.02,-0.81,-4.25,-0.19,14.06,-13.56,-33.38,0.81,-9.31,2.00,1.00,0.02,0.08,-0.01,2020,8,2,0,2,42,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,1,1,0,0,a,-43.66,22.03,a,-40.51,21.05,a,82.59,20.56,a,-37.35,20.95,fin
148,820.00,21.72,915.70,60.22,21.72,914.85,30185,-1.36,-0.22,10.18,-0.07,-0.71,0.47,4.50,-7.44,-1.00,15.50,-12.50,-44.19,1.12,-7.50,2.88,1.00,0.03,0.07,-0.01,2020,8,2,0,2,44,0.0000000,0.0000000,-17.00,0.00,0.00,0.00,0,0,0,0,a,-43.66,22.03,a,-39.46,21.05,a,79.44,20.56,a,-37.35,20.95,fin
